application_date,branch_id,client_id,age,monthly_income,requested_amount,loan_term_months,existing_debt,employment_type,months_in_job,prior_late_payments,payment_history_score,debt_to_income,manual_review,approved,days_past_due_6m,default_30d,collection_calls_6m,restructured_after_default,legal_collection_status,p_mora_sin_intervencion
2024-08-21,Santo Domingo,C102660,32,52500.0,252000.0,24,199600.0,formal,69.0,0,97.0,0.317,1,1,0.0,0.0,0.0,0.0,ninguna,0.0106
2024-08-21,Baní,C312629,38,44600.0,176000.0,18,216100.0,formal,68.0,0,77.0,0.404,1,1,5.0,0.0,1.0,0.0,ninguna,0.0372
2024-08-21,Santo Domingo,C319500,28,38800.0,199000.0,6,54700.0,formal,299.0,0,,0.117,0,1,9.0,0.0,1.0,0.0,ninguna,0.023
2024-08-21,Santo Domingo,C102200,37,76200.0,297000.0,36,361000.0,formal,22.0,0,80.0,0.395,1,1,0.0,0.0,1.0,0.0,ninguna,0.1038
2024-08-21,Santo Domingo,C111828,46,34300.0,101000.0,12,161400.0,formal,30.0,0,68.0,0.392,1,1,0.0,0.0,0.0,0.0,ninguna,0.0768
2024-08-21,Baní,C110075,23,39600.0,102000.0,18,30000.0,formal,40.0,1,60.0,0.063,1,1,20.0,0.0,3.0,0.0,ninguna,0.0368
2024-08-21,Baní,C301359,27,68400.0,243000.0,48,387700.0,independiente,52.0,1,,0.472,1,1,17.0,0.0,1.0,0.0,ninguna,0.1964
2024-08-21,Santo Domingo,C119204,57,36200.0,76000.0,24,100900.0,formal,84.0,1,60.0,0.232,1,1,0.0,0.0,0.0,0.0,ninguna,0.0488
2024-08-22,Santo Domingo,C112446,34,39000.0,102000.0,48,35500.0,independiente,110.0,1,87.0,0.076,1,1,27.0,0.0,1.0,0.0,ninguna,0.0173
2024-08-22,Baní,C103099,49,27500.0,98000.0,36,65100.0,formal,167.0,0,59.0,0.197,1,1,0.0,0.0,0.0,0.0,ninguna,0.0134
2024-08-22,Baní,C101728,43,18100.0,63000.0,12,104300.0,pensionado,335.0,1,60.0,0.48,1,1,20.0,0.0,1.0,0.0,ninguna,0.0401
2024-08-22,San Cristóbal,C118693,39,35800.0,123000.0,24,141600.0,informal,,1,58.0,0.33,1,1,0.0,0.0,0.0,0.0,ninguna,0.1821
2024-08-22,Santo Domingo,C104379,28,60500.0,177000.0,24,217500.0,pensionado,122.0,0,66.0,0.3,1,1,25.0,0.0,1.0,0.0,ninguna,0.0133
2024-08-22,Azua,C104003,67,48900.0,126000.0,24,260500.0,independiente,16.0,0,,0.444,1,1,0.0,0.0,1.0,0.0,ninguna,0.1549
2024-08-22,San Cristóbal,C317128,29,21200.0,64000.0,18,81400.0,independiente,9.0,0,,0.32,1,1,0.0,0.0,0.0,0.0,ninguna,0.1469
2024-08-22,Baní,C308372,30,18800.0,47000.0,24,76500.0,formal,9.0,0,,0.339,1,1,162.0,1.0,6.0,0.0,judicial,0.4915
2024-08-22,Santo Domingo,C318425,29,25500.0,117000.0,24,74400.0,formal,11.0,1,,0.243,1,1,0.0,0.0,1.0,0.0,ninguna,0.2185
2024-08-22,Santo Domingo,C317779,21,22100.0,53000.0,18,126800.0,independiente,70.0,1,,0.478,1,1,4.0,0.0,2.0,0.0,ninguna,0.1636
2024-08-22,Santo Domingo,C107300,44,19400.0,62000.0,24,51400.0,informal,,0,72.0,0.221,1,1,0.0,0.0,0.0,0.0,ninguna,0.0985
2024-08-22,Santo Domingo,C301002,31,21100.0,50000.0,24,64200.0,informal,,0,71.0,0.254,1,1,0.0,0.0,1.0,0.0,ninguna,0.1213
2024-08-22,Santo Domingo,C117237,37,39500.0,109000.0,12,26700.0,formal,26.0,1,,0.056,0,1,0.0,0.0,0.0,0.0,ninguna,0.1717
2024-08-22,Santo Domingo,C307822,38,34900.0,291000.0,18,300000.0,formal,29.0,0,,0.716,1,1,29.0,0.0,2.0,0.0,ninguna,0.1583
2024-08-22,Baní,C106360,54,34600.0,76000.0,18,121800.0,independiente,21.0,1,54.0,0.293,1,1,0.0,0.0,0.0,0.0,ninguna,0.2119
2024-08-22,Azua,C104573,47,27200.0,88000.0,12,172700.0,pensionado,93.0,0,54.0,0.529,1,1,0.0,0.0,0.0,0.0,ninguna,0.0604
2024-08-22,Santo Domingo,C118311,55,32000.0,68000.0,36,177900.0,independiente,20.0,3,66.0,0.463,1,1,74.0,1.0,8.0,0.0,prejudicial,0.3248
2024-08-22,Azua,C318239,23,27000.0,77000.0,24,117000.0,formal,11.0,0,,0.361,1,0,,,,,,0.1325
2024-08-22,Azua,C114832,70,59600.0,129000.0,6,128600.0,formal,15.0,0,77.0,0.18,0,1,82.0,1.0,11.0,0.0,prejudicial,0.0296
2024-08-22,Santo Domingo,C115529,41,21200.0,92000.0,12,56900.0,formal,128.0,2,,0.224,1,1,0.0,0.0,0.0,0.0,ninguna,0.1675
2024-08-22,Azua,C105950,23,66100.0,189000.0,24,523100.0,formal,32.0,0,,0.659,1,1,0.0,0.0,0.0,0.0,ninguna,0.2221
2024-08-22,Santo Domingo,C300852,35,44300.0,145000.0,24,250200.0,formal,,0,69.0,0.471,1,1,0.0,0.0,0.0,0.0,ninguna,0.0918
2024-08-22,Azua,C303963,24,20100.0,56000.0,24,100400.0,formal,33.0,1,,0.416,1,1,62.0,1.0,12.0,0.0,prejudicial,0.2636
2024-08-22,Baní,C312902,38,32100.0,74000.0,24,147500.0,informal,,0,72.0,0.383,1,0,,,,,,0.1045
2024-08-23,San Cristóbal,C319160,33,20400.0,72000.0,12,112600.0,informal,,0,,0.46,1,1,0.0,0.0,0.0,0.0,ninguna,0.2781
2024-08-23,Santo Domingo,C117931,48,96700.0,198000.0,24,201700.0,formal,21.0,0,78.0,0.174,1,1,30.0,0.0,2.0,0.0,ninguna,0.0455
2024-08-23,Santo Domingo,C111451,33,26200.0,183000.0,24,65500.0,informal,,1,71.0,0.208,1,1,0.0,0.0,0.0,0.0,ninguna,0.1532
2024-08-23,San Cristóbal,C306840,32,44800.0,264000.0,12,194000.0,formal,42.0,0,50.0,0.361,1,0,,,,,,0.1338
2024-08-23,Azua,C109242,23,40700.0,190000.0,18,66700.0,formal,28.0,3,60.0,0.137,1,1,0.0,0.0,0.0,0.0,ninguna,0.2504
2024-08-23,Santo Domingo,C115867,56,80800.0,359000.0,6,370600.0,formal,39.0,0,,0.382,1,1,0.0,0.0,0.0,0.0,ninguna,0.0785
2024-08-23,Santo Domingo,C317071,33,21300.0,44000.0,12,70500.0,formal,13.0,0,72.0,0.276,1,1,0.0,0.0,1.0,0.0,ninguna,0.0532
2024-08-23,Santo Domingo,C312090,27,45000.0,161000.0,12,461900.0,formal,102.0,0,70.0,0.855,1,1,0.0,0.0,1.0,0.0,ninguna,0.0703
2024-08-23,Baní,C311501,39,23600.0,80000.0,24,138700.0,independiente,41.0,3,50.0,0.49,1,1,0.0,0.0,0.0,0.0,ninguna,0.4953
2024-08-23,San Cristóbal,C308854,21,22100.0,74000.0,12,146400.0,formal,43.0,0,,0.552,1,1,0.0,0.0,1.0,0.0,ninguna,0.1928
2024-08-23,Santo Domingo,C116383,47,71200.0,363000.0,18,271700.0,formal,8.0,1,62.0,0.318,1,1,0.0,0.0,0.0,0.0,ninguna,0.1526
2024-08-23,Santo Domingo,C118983,34,15500.0,90000.0,12,70600.0,informal,,1,,0.38,1,1,0.0,0.0,0.0,0.0,ninguna,0.3117
2024-08-23,Santo Domingo,C105680,37,76800.0,103000.0,12,534800.0,informal,,5,24.0,0.58,1,0,,,,,,0.9591
2024-08-23,Santo Domingo,C104228,35,70400.0,227000.0,12,330000.0,pensionado,123.0,1,61.0,0.391,1,1,0.0,0.0,1.0,0.0,ninguna,0.0534
2024-08-23,Baní,C116433,47,61600.0,263000.0,12,156500.0,formal,43.0,0,58.0,0.212,1,1,0.0,0.0,0.0,0.0,ninguna,0.0637
2024-08-23,Baní,C114897,31,61100.0,174000.0,36,434200.0,independiente,50.0,1,51.0,0.592,1,1,0.0,0.0,0.0,0.0,ninguna,0.2358
2024-08-23,Santo Domingo,C309977,21,42400.0,180000.0,18,144700.0,independiente,38.0,0,,0.284,1,1,0.0,0.0,0.0,0.0,ninguna,0.1296
2024-08-23,Baní,C116481,45,27600.0,158000.0,36,49500.0,formal,41.0,1,64.0,0.149,1,1,16.0,0.0,4.0,0.0,ninguna,0.0659
2024-08-23,Azua,C108027,53,51100.0,557000.0,6,12300.0,independiente,73.0,1,70.0,0.02,1,1,0.0,0.0,0.0,0.0,ninguna,0.0984
2024-08-23,San Cristóbal,C113105,61,53800.0,208000.0,24,258600.0,informal,,2,54.0,0.401,1,1,10.0,0.0,0.0,0.0,ninguna,0.2556
2024-08-23,San Cristóbal,C119713,39,53700.0,95000.0,18,314600.0,pensionado,9.0,0,,0.488,1,1,0.0,0.0,0.0,0.0,ninguna,0.2036
2024-08-23,Baní,C107441,38,52900.0,91000.0,48,304900.0,independiente,20.0,1,,0.48,1,1,0.0,0.0,0.0,0.0,ninguna,0.1535
2024-08-23,San Cristóbal,C112449,29,59300.0,203000.0,12,424600.0,informal,,0,,0.597,1,1,15.0,0.0,0.0,0.0,ninguna,0.3999
2024-08-23,Santo Domingo,C117887,56,54000.0,409000.0,24,234000.0,formal,15.0,1,79.0,0.361,1,1,0.0,0.0,0.0,0.0,ninguna,0.0549
2024-08-23,Santo Domingo,C315653,32,24900.0,141000.0,36,126300.0,informal,,0,,0.423,1,1,0.0,0.0,0.0,0.0,ninguna,0.2705
2024-08-23,Azua,C304089,32,12600.0,31000.0,12,72000.0,informal,,0,,0.476,1,1,40.0,1.0,7.0,0.0,prejudicial,0.5046
2024-08-23,Santo Domingo,C109390,39,44500.0,203000.0,18,118200.0,formal,38.0,0,69.0,0.221,1,1,5.0,0.0,0.0,0.0,ninguna,0.0812
2024-08-26,Santo Domingo,C100018,52,54100.0,276000.0,48,135900.0,formal,79.0,0,70.0,0.209,0,1,0.0,0.0,0.0,0.0,ninguna,0.0188
2024-08-26,Santo Domingo,C100351,52,33300.0,275000.0,36,139100.0,formal,20.0,0,,0.348,1,1,0.0,0.0,0.0,0.0,ninguna,0.2837
2024-08-26,Santo Domingo,C311687,37,49100.0,238000.0,24,216000.0,formal,205.0,0,,0.367,1,1,0.0,0.0,0.0,0.0,ninguna,0.0426
2024-08-26,Azua,C110002,26,21100.0,244000.0,12,50700.0,pensionado,262.0,3,68.0,0.2,1,1,0.0,0.0,0.0,0.0,ninguna,0.0223
2024-08-26,San Cristóbal,C302293,28,21500.0,78000.0,36,161300.0,informal,,0,,0.625,1,1,28.0,0.0,1.0,0.0,ninguna,0.4979
2024-08-26,Santo Domingo,C312660,38,64200.0,157000.0,6,160900.0,formal,70.0,2,50.0,0.209,1,0,,,,,,0.1507
2024-08-26,Baní,C316848,30,23500.0,111000.0,18,120300.0,formal,26.0,3,,0.427,1,1,0.0,0.0,0.0,0.0,ninguna,0.3654
2024-08-26,Santo Domingo,C117753,53,20700.0,119000.0,48,95300.0,formal,41.0,1,71.0,0.384,1,1,0.0,0.0,0.0,0.0,ninguna,0.0606
2024-08-26,Azua,C316874,31,33700.0,198000.0,48,51100.0,informal,,0,,0.126,0,1,26.0,0.0,1.0,0.0,ninguna,0.2318
2024-08-26,San Cristóbal,C111388,53,43500.0,389000.0,36,146200.0,formal,56.0,0,79.0,0.28,1,1,28.0,0.0,1.0,0.0,ninguna,0.0444
2024-08-26,Baní,C117846,38,49400.0,85000.0,18,59300.0,formal,79.0,1,,0.1,1,1,0.0,0.0,0.0,0.0,ninguna,0.0236
2024-08-26,Baní,C108426,43,34400.0,71000.0,36,154700.0,independiente,84.0,1,53.0,0.375,1,1,7.0,0.0,1.0,0.0,ninguna,0.096
2024-08-26,San Cristóbal,C116612,47,19500.0,34000.0,12,93100.0,informal,,0,,0.398,1,1,52.0,1.0,4.0,0.0,judicial,0.3803
2024-08-26,Azua,C107932,53,83000.0,257000.0,24,97400.0,pensionado,72.0,0,79.0,0.098,0,1,3.0,0.0,1.0,0.0,ninguna,0.015
2024-08-26,Santo Domingo,C107846,49,25900.0,77000.0,48,88900.0,formal,17.0,0,69.0,0.286,1,1,0.0,0.0,0.0,0.0,ninguna,0.0963
2024-08-26,San Cristóbal,C118328,49,66400.0,183000.0,6,163500.0,pensionado,20.0,1,64.0,0.205,1,1,0.0,0.0,0.0,0.0,ninguna,0.0876
2024-08-26,Baní,C115303,49,73200.0,153000.0,24,202200.0,informal,,0,47.0,0.23,1,1,30.0,0.0,2.0,0.0,ninguna,0.3208
2024-08-26,San Cristóbal,C111845,38,37800.0,236000.0,24,140600.0,independiente,115.0,0,63.0,0.31,0,0,,,,,,0.0994
2024-08-26,Santo Domingo,C312469,46,32700.0,65000.0,36,222800.0,informal,,0,61.0,0.568,1,1,0.0,0.0,1.0,0.0,ninguna,0.3404
2024-08-26,San Cristóbal,C316693,33,38900.0,160000.0,36,239300.0,formal,47.0,2,,0.513,1,0,,,,,,0.551
2024-08-26,Baní,C315360,41,48500.0,146000.0,24,448800.0,informal,,1,51.0,0.771,1,0,,,,,,0.6786
2024-08-26,Santo Domingo,C309411,22,14600.0,34000.0,12,46300.0,informal,,0,79.0,0.264,1,1,57.0,1.0,5.0,0.0,prejudicial,0.059
2024-08-26,Santo Domingo,C316364,45,37700.0,128000.0,24,200500.0,pensionado,38.0,1,,0.443,1,1,0.0,0.0,0.0,0.0,ninguna,0.0564
2024-08-26,Santo Domingo,C309535,34,56200.0,146000.0,36,177200.0,independiente,48.0,1,,0.263,1,1,0.0,0.0,0.0,0.0,ninguna,0.1347
2024-08-26,Santo Domingo,C312625,26,23600.0,96000.0,24,177700.0,formal,37.0,4,,0.627,1,1,70.0,1.0,10.0,1.0,ninguna,0.7768
2024-08-27,Santo Domingo,C315059,28,19700.0,39000.0,18,96200.0,pensionado,202.0,1,58.0,0.407,1,0,,,,,,0.0773
2024-08-27,Santo Domingo,C105028,52,41700.0,197000.0,12,33900.0,independiente,75.0,0,67.0,0.068,0,1,0.0,0.0,1.0,0.0,ninguna,0.0713
2024-08-27,Santo Domingo,C106549,32,27600.0,154000.0,36,89500.0,formal,143.0,0,69.0,0.27,0,1,29.0,0.0,2.0,0.0,ninguna,0.0279
2024-08-27,Baní,C118204,39,47300.0,344000.0,12,244700.0,formal,,2,58.0,0.431,1,1,70.0,1.0,7.0,0.0,ninguna,0.1914
2024-08-27,San Cristóbal,C117516,43,39400.0,51000.0,48,143600.0,formal,12.0,2,,0.304,1,1,0.0,0.0,0.0,0.0,ninguna,0.2175
2024-08-27,Santo Domingo,C110115,35,33800.0,273000.0,12,123100.0,formal,13.0,1,61.0,0.304,1,1,0.0,0.0,0.0,0.0,ninguna,0.1748
2024-08-27,Santo Domingo,C117931,48,95400.0,408000.0,18,332500.0,formal,21.0,0,78.0,0.29,1,1,0.0,0.0,0.0,0.0,ninguna,0.0469
2024-08-27,Santo Domingo,C316592,23,52800.0,291000.0,18,250400.0,formal,9.0,2,,0.395,1,1,57.0,1.0,4.0,1.0,ninguna,0.4042
2024-08-27,San Cristóbal,C114710,44,53200.0,63000.0,36,241900.0,formal,23.0,0,66.0,0.379,1,1,0.0,0.0,0.0,0.0,ninguna,0.1265
2024-08-27,Baní,C102221,34,37700.0,95000.0,24,54900.0,independiente,36.0,0,,0.121,1,1,0.0,0.0,1.0,0.0,ninguna,0.1446
2024-08-27,Baní,C311480,33,44900.0,91000.0,12,85400.0,informal,,1,62.0,0.159,1,1,0.0,0.0,0.0,0.0,ninguna,0.2354
2024-08-27,Azua,C115077,59,53300.0,173000.0,24,282400.0,independiente,70.0,2,53.0,0.442,1,1,104.0,1.0,1.0,0.0,prejudicial,0.3503
2024-08-27,Baní,C112443,50,22000.0,56000.0,18,84800.0,formal,214.0,0,72.0,0.321,1,1,0.0,0.0,0.0,0.0,ninguna,0.0253
2024-08-27,Baní,C119673,49,29800.0,73000.0,12,110900.0,informal,,0,70.0,0.31,0,1,0.0,0.0,0.0,0.0,ninguna,0.0775
2024-08-27,Baní,C101516,35,36800.0,74000.0,24,85700.0,formal,14.0,0,82.0,0.194,0,1,19.0,0.0,1.0,0.0,ninguna,0.0189
2024-08-27,Azua,C104933,49,37100.0,140000.0,48,193500.0,pensionado,22.0,0,74.0,0.435,1,1,1.0,0.0,1.0,0.0,ninguna,0.035
2024-08-27,Baní,C100133,40,46800.0,320000.0,24,11200.0,independiente,18.0,0,69.0,0.02,0,1,61.0,1.0,9.0,0.0,judicial,0.102
2024-08-27,Santo Domingo,C118410,49,29000.0,61000.0,12,7000.0,formal,139.0,0,74.0,0.02,0,1,0.0,0.0,0.0,0.0,ninguna,0.0076
2024-08-27,Santo Domingo,C102137,52,33700.0,164000.0,12,8100.0,formal,23.0,0,70.0,0.02,0,1,0.0,0.0,2.0,0.0,ninguna,0.0332
2024-08-27,Santo Domingo,C313171,29,41500.0,56000.0,12,191500.0,informal,,3,56.0,0.385,1,1,0.0,0.0,0.0,0.0,ninguna,0.352
2024-08-27,San Cristóbal,C103866,47,45600.0,163000.0,12,216300.0,formal,40.0,2,44.0,0.395,1,1,38.0,1.0,8.0,1.0,prejudicial,0.2397
2024-08-27,Azua,C108318,65,28200.0,51000.0,36,95300.0,formal,21.0,0,79.0,0.282,1,1,0.0,0.0,0.0,0.0,ninguna,0.0456
2024-08-27,Santo Domingo,C312076,40,19200.0,140000.0,48,77400.0,formal,112.0,1,54.0,0.336,1,1,0.0,0.0,1.0,0.0,ninguna,0.0629
2024-08-27,Azua,C318012,39,23600.0,75000.0,18,138200.0,formal,34.0,0,76.0,0.488,1,1,0.0,0.0,0.0,0.0,ninguna,0.0484
2024-08-27,Santo Domingo,C315075,34,12000.0,44000.0,24,46000.0,independiente,10.0,0,72.0,0.319,1,1,0.0,0.0,0.0,0.0,ninguna,0.0698
2024-08-27,Santo Domingo,C318989,39,30600.0,163000.0,36,170100.0,informal,,1,45.0,0.463,1,1,48.0,1.0,4.0,0.0,ninguna,0.5086
2024-08-28,San Cristóbal,C100924,41,25900.0,75000.0,12,48800.0,formal,48.0,1,,0.157,1,1,115.0,1.0,2.0,0.0,prejudicial,0.1433
2024-08-28,Azua,C110370,47,165800.0,839000.0,24,479400.0,pensionado,25.0,0,75.0,0.241,1,1,0.0,0.0,1.0,0.0,ninguna,0.0584
2024-08-28,Baní,C107817,31,147100.0,698000.0,24,664900.0,formal,17.0,3,31.0,0.377,1,1,0.0,0.0,1.0,0.0,ninguna,0.5357
2024-08-28,Santo Domingo,C319190,43,55300.0,224000.0,36,141500.0,informal,,1,71.0,0.213,1,1,0.0,0.0,0.0,0.0,ninguna,0.1566
2024-08-28,Azua,C113708,54,48100.0,170000.0,12,156300.0,pensionado,11.0,1,61.0,0.271,1,1,0.0,0.0,0.0,0.0,ninguna,0.1537
2024-08-28,San Cristóbal,C116081,58,105000.0,631000.0,12,586200.0,pensionado,160.0,3,36.0,0.465,1,1,0.0,0.0,1.0,0.0,ninguna,0.334
2024-08-28,Santo Domingo,C116451,41,44900.0,104000.0,12,245200.0,independiente,44.0,0,55.0,0.455,1,1,11.0,0.0,0.0,0.0,ninguna,0.0748
2024-08-28,San Cristóbal,C116245,37,35000.0,224000.0,18,87900.0,independiente,54.0,0,75.0,0.209,0,1,20.0,0.0,0.0,0.0,ninguna,0.0477
2024-08-28,Santo Domingo,C106209,36,45700.0,166000.0,18,144500.0,informal,,0,61.0,0.263,1,1,34.0,1.0,5.0,0.0,ninguna,0.373
2024-08-28,Santo Domingo,C104036,67,16900.0,185000.0,48,96900.0,formal,267.0,1,,0.478,1,1,0.0,0.0,0.0,0.0,ninguna,0.0627
2024-08-28,Santo Domingo,C110602,45,50500.0,123000.0,24,331300.0,independiente,49.0,1,64.0,0.547,1,1,79.0,1.0,8.0,1.0,prejudicial,0.2036
2024-08-28,San Cristóbal,C112309,44,16900.0,21000.0,24,96700.0,formal,84.0,1,51.0,0.477,1,1,0.0,0.0,0.0,0.0,ninguna,0.1027
2024-08-28,Santo Domingo,C317850,32,32100.0,133000.0,36,140600.0,informal,,0,74.0,0.365,1,1,51.0,1.0,8.0,1.0,ninguna,0.0655
2024-08-28,Santo Domingo,C112350,30,94100.0,572000.0,24,740900.0,informal,,2,52.0,0.656,1,0,,,,,,0.6359
2024-08-28,Santo Domingo,C115355,34,69200.0,231000.0,36,272800.0,formal,61.0,0,71.0,0.329,1,1,6.0,0.0,2.0,0.0,ninguna,0.047
2024-08-28,San Cristóbal,C309912,23,40600.0,95000.0,36,112200.0,formal,81.0,1,,0.23,1,1,68.0,1.0,8.0,0.0,prejudicial,0.0726
2024-08-28,Santo Domingo,C101371,52,41800.0,180000.0,24,122500.0,formal,24.0,0,89.0,0.244,1,1,0.0,0.0,0.0,0.0,ninguna,0.0181
2024-08-28,Santo Domingo,C115120,41,20100.0,51000.0,6,66500.0,informal,,0,60.0,0.276,0,1,0.0,0.0,0.0,0.0,ninguna,0.2888
2024-08-28,Baní,C110172,38,37900.0,242000.0,36,201800.0,formal,61.0,3,,0.444,1,1,44.0,1.0,11.0,1.0,judicial,0.1828
2024-08-28,Baní,C313612,35,25100.0,148000.0,24,160500.0,informal,,0,72.0,0.533,1,1,61.0,1.0,7.0,0.0,prejudicial,0.2404
2024-08-28,Santo Domingo,C106968,69,14700.0,113000.0,18,63700.0,formal,64.0,0,75.0,0.361,1,1,2.0,0.0,1.0,0.0,ninguna,0.0293
2024-08-28,Santo Domingo,C304072,42,35900.0,247000.0,48,145000.0,independiente,46.0,0,,0.337,1,1,4.0,0.0,1.0,0.0,ninguna,0.1289
2024-08-28,Baní,C113187,50,28500.0,70000.0,24,122600.0,formal,136.0,2,48.0,0.358,1,1,0.0,0.0,0.0,0.0,ninguna,0.1077
2024-08-28,Baní,C110785,23,43100.0,197000.0,36,33800.0,independiente,46.0,1,67.0,0.065,1,1,58.0,1.0,6.0,1.0,ninguna,0.0885
2024-08-28,Baní,C115129,38,23800.0,53000.0,24,64300.0,formal,68.0,2,74.0,0.225,1,1,0.0,0.0,0.0,0.0,ninguna,0.0529
2024-08-28,San Cristóbal,C113965,39,60000.0,210000.0,12,280000.0,formal,186.0,2,61.0,0.389,1,1,23.0,0.0,1.0,0.0,ninguna,0.1078
2024-08-28,Santo Domingo,C118744,47,19700.0,170000.0,12,72700.0,formal,67.0,1,80.0,0.308,1,1,0.0,0.0,0.0,0.0,ninguna,0.0233
2024-08-28,San Cristóbal,C101649,35,84800.0,247000.0,36,472900.0,formal,88.0,1,,0.465,1,1,37.0,1.0,8.0,0.0,prejudicial,0.0638
2024-08-28,San Cristóbal,C114057,50,46300.0,158000.0,12,161000.0,formal,31.0,2,61.0,0.29,1,1,0.0,0.0,0.0,0.0,ninguna,0.1109
2024-08-28,Baní,C114845,43,31100.0,118000.0,18,7500.0,formal,10.0,0,88.0,0.02,0,1,16.0,0.0,5.0,0.0,ninguna,0.0208
2024-08-28,Baní,C112495,44,39900.0,110000.0,24,153000.0,formal,238.0,0,79.0,0.32,1,1,0.0,0.0,0.0,0.0,ninguna,0.0173
2024-08-29,San Cristóbal,C102583,46,46900.0,145000.0,24,251800.0,formal,59.0,0,73.0,0.447,1,1,0.0,0.0,0.0,0.0,ninguna,0.0442
2024-08-29,Baní,C114017,41,36000.0,117000.0,36,101700.0,formal,10.0,1,61.0,0.235,1,1,12.0,0.0,0.0,0.0,ninguna,0.1303
2024-08-29,Santo Domingo,C103045,39,24300.0,76000.0,12,103000.0,pensionado,110.0,1,75.0,0.353,1,1,0.0,0.0,1.0,0.0,ninguna,0.0133
2024-08-29,Santo Domingo,C102946,60,24600.0,37000.0,36,112200.0,formal,68.0,1,58.0,0.38,1,1,16.0,0.0,1.0,0.0,ninguna,0.0778
2024-08-29,Santo Domingo,C317597,31,34200.0,131000.0,12,111700.0,informal,,0,,0.272,0,1,46.0,1.0,6.0,0.0,ninguna,0.2099
2024-08-29,Azua,C300086,27,26700.0,78000.0,18,128500.0,formal,17.0,0,,0.401,1,1,5.0,0.0,0.0,0.0,ninguna,0.1467
2024-08-29,San Cristóbal,C103338,31,43300.0,159000.0,18,34100.0,informal,,0,,0.066,0,0,,,,,,0.0937
2024-08-29,Santo Domingo,C305081,28,51200.0,242000.0,24,223800.0,informal,,0,,0.364,0,1,0.0,0.0,0.0,0.0,ninguna,0.2773
2024-08-29,San Cristóbal,C114737,42,37100.0,155000.0,12,8900.0,pensionado,99.0,1,,0.02,1,1,12.0,0.0,0.0,0.0,ninguna,0.0116
2024-08-29,Santo Domingo,C104302,35,88400.0,333000.0,6,411000.0,informal,,0,57.0,0.387,1,1,22.0,0.0,4.0,0.0,ninguna,0.2361
2024-08-29,Baní,C108987,23,30400.0,82000.0,36,106800.0,formal,111.0,1,58.0,0.293,1,0,,,,,,0.0861
2024-08-29,Santo Domingo,C116568,45,40600.0,87000.0,36,121000.0,informal,,1,68.0,0.248,1,1,0.0,0.0,0.0,0.0,ninguna,0.2604
2024-08-29,Santo Domingo,C316000,24,53600.0,246000.0,6,223300.0,independiente,25.0,0,71.0,0.347,1,1,0.0,0.0,1.0,0.0,ninguna,0.1256
2024-08-29,Santo Domingo,C304165,33,36600.0,136000.0,36,235500.0,informal,,0,,0.536,1,1,15.0,0.0,0.0,0.0,ninguna,0.2015
2024-08-29,Santo Domingo,C112391,51,23100.0,86000.0,18,45800.0,formal,35.0,0,68.0,0.165,1,1,0.0,0.0,1.0,0.0,ninguna,0.0402
2024-08-29,Baní,C109423,51,57100.0,215000.0,12,121000.0,independiente,66.0,1,,0.177,1,1,0.0,0.0,0.0,0.0,ninguna,0.0591
2024-08-29,Baní,C104211,46,36300.0,116000.0,48,218600.0,formal,40.0,1,51.0,0.502,1,1,9.0,0.0,0.0,0.0,ninguna,0.093
2024-08-29,Santo Domingo,C300922,21,53800.0,183000.0,18,362500.0,formal,23.0,0,,0.561,1,1,0.0,0.0,0.0,0.0,ninguna,0.2088
2024-08-29,Baní,C103394,49,65700.0,210000.0,36,367900.0,pensionado,52.0,1,67.0,0.467,1,1,13.0,0.0,1.0,0.0,ninguna,0.0915
2024-08-29,San Cristóbal,C107725,60,28100.0,62000.0,24,93100.0,formal,25.0,0,71.0,0.276,1,1,5.0,0.0,3.0,0.0,ninguna,0.0496
2024-08-29,Azua,C103324,53,30600.0,63000.0,24,175100.0,independiente,14.0,0,72.0,0.477,1,1,26.0,0.0,1.0,0.0,ninguna,0.1456
2024-08-29,Santo Domingo,C307893,21,29500.0,191000.0,24,81100.0,informal,,0,,0.229,0,1,42.0,1.0,8.0,0.0,prejudicial,0.3703
2024-08-29,San Cristóbal,C105837,34,34700.0,217000.0,12,106900.0,formal,63.0,0,65.0,0.257,1,1,25.0,0.0,2.0,0.0,ninguna,0.0619
2024-08-29,Santo Domingo,C312702,38,65600.0,352000.0,12,276200.0,informal,,0,,0.351,1,1,40.0,1.0,2.0,0.0,prejudicial,0.4789
2024-08-29,Baní,C118266,48,34500.0,113000.0,24,248700.0,formal,46.0,0,,0.601,1,1,0.0,0.0,0.0,0.0,ninguna,0.1543
2024-08-30,Azua,C114823,59,38000.0,190000.0,12,160600.0,independiente,91.0,0,,0.352,1,1,0.0,0.0,1.0,0.0,ninguna,0.0759
2024-08-30,Santo Domingo,C115092,35,39400.0,171000.0,24,137000.0,informal,,1,59.0,0.29,1,1,22.0,0.0,3.0,0.0,ninguna,0.1397
2024-08-30,Santo Domingo,C312367,39,15500.0,68000.0,48,97200.0,pensionado,15.0,1,,0.523,1,1,0.0,0.0,0.0,0.0,ninguna,0.148
2024-08-30,Santo Domingo,C119440,40,19400.0,51000.0,24,69700.0,formal,100.0,0,,0.299,1,1,0.0,0.0,0.0,0.0,ninguna,0.0323
